id;rawId;name;city;categoryName;subcategoryName;deleted;STATE;ID_RECOMMENDED_BUSINESS_STATE;tab_url;main_url;gallery_urls
3373;bar_maestro;Bar Maestro;Ronda;Restaurantes;Low cost, Español, Restaurantes;1;4;4;26280;26284;42693,42694,42695,42696
16394;ia_2026;Bar Martín;Madrid;Restaurantes;Española, Gourmet;0;3;3;;;
16389;bar_melo’s;Bar Melo’s;Madrid;Restaurantes;Española;0;4;4;;;74438,74439,74440,74441,74443,74444
1759;bar_muy_buenas;BAR MUY BUENAS;Barcelona;Restaurantes;Español, Restaurantes;1;3;3;;;
15008;ia_592;Bar Restaurante 2022;Madrid;Restaurantes;Española;0;3;3;;;
14826;ia_400;Bar Restaurante Albariño;Madrid;Restaurantes;Gallega, Española, Tapas, Cocina gallega;0;3;3;;;
15980;ia_1597;Bar Restaurante Casa Pepe 1899;Madrid;Restaurantes;"Española, Tapas; Guisos; Menú Diario";0;3;3;;;
15951;ia_1568;Bar restaurante Dominguez;Madrid;Restaurantes;"Española, Comida Casera; Tapas; Menú Diario";0;3;3;;;
15616;ia_1207;Bar restaurante doña Marthita;Madrid;Restaurantes;Ecuatoriana / Latinoamericana, Casera / Platos tradicionales / Jugo natural;0;3;3;;;
15941;ia_1558;Bar Restaurante Donde José;Madrid;Restaurantes;"Española, Comida Casera; Tapas; Raciones";0;3;3;;;
15953;ia_1570;Bar restaurante El Despacho Clandestino;Madrid;Restaurantes;"Internacional, Tapas Gourmet; Cócteles";0;3;3;;;
14800;ia_370;Bar Restaurante El Roble;Madrid;Restaurantes;Española, Tapas, Guisos;0;3;3;;;
14671;ia_216;Bar Restaurante kausachun;Madrid;Restaurantes;Peruana / Tradicional, Ceviches, Lomo saltado, Ají de gallina;0;3;3;;;
15987;ia_1604;Bar Restaurante La Brasa;Madrid;Restaurantes;"Española, Carnes; Comida Casera; Menú Diario";0;3;3;;;
16019;ia_1636;Bar Restaurante La esquina del Calderón;Madrid;Restaurantes;"Española, Tapas; Raciones; Menú Diario";0;3;3;;;
15916;ia_1532;Bar Restaurante La Herradura;Madrid;Restaurantes;Española;0;3;3;;;
16576;ia_2296;Bar Santa Elena;Madrid;Restaurantes;Española / Tradicional, Bar de Tapas / Cervecería;0;3;3;;;
15923;ia_1540;Bar Sidrería Aviseo;Madrid;Restaurantes;"Asturiana, Cachopos; Fabada; Sidra";0;3;3;;;
4292;bar_tape-art;Bar Tape-Art;Ronda;Restaurantes;Tapas;1;3;3;;;
15065;ia_649;Bar Terraza El Madroño;Madrid;Restaurantes;Española, Tortilla de patata;0;3;3;;;
15152;ia_736;Bar Toboggan;Madrid;Restaurantes;Mediterranea, Tortilla de patatas | Torreznos | Montadito de calamares | Gyozas;0;3;3;;;
547;bar_tomate;Bar Tomate;Madrid;Restaurantes;Trendy, Español, Restaurantes, Restaurant & Club;0;4;4;16445;16446;16447,16448,16450,16451,16452
4635;bar_toro_tapa;Bar Toro Tapa;Ronda;Restaurantes;Trendy, Español, Restaurantes;0;3;3;41574;41576;41575,41577
3459;bar_trattoria_mamma_luisa;Bar Trattoria Mamma Luisa;Punta Cana;Restaurantes;Trendy;0;4;4;22440;22439;22436,22437,22438,22441,22442,22444
16580;ia_2301;Bar Villachica;Madrid;Restaurantes;Española / Tradicional, Bar de tapas;0;3;3;;;
3171;bar_volapie;Bar Volapié;Ronda;Fiesta;Bares de copas y Discotecas;0;4;4;26100;26101;25548
15675;ia_1269;BAR- CAFETERIA-MARISQUERIA SIDNEY;Madrid;Restaurantes;Mediterranea, Mariscos, Pescados;0;3;3;;;
16023;ia_1640;Bar-Restaurante Colores y Sabores Comida Senegalesa y Dominicana;Madrid;Restaurantes;"Africana, Mafé; Yassa; Zumos";0;3;3;;;
15073;ia_657;Baraat;Madrid;Restaurantes;Internacional, Curry;0;3;3;;;
1337;barahona;Barahona;Punta Cana;Qué ver;Barrios;0;4;4;15565;15566;15567,15568,15569,15570,15571,15572,15573,15574
15541;ia_1128;Baraka’s;Madrid;Restaurantes;restaurante, Mediterránea, Americana;0;3;3;;;
5792;barbara_ann;Barbara Ann;Madrid;Restaurantes;Trendy, Fusión, Restaurantes;0;3;3;49557;;
3263;barbatuke;Barbatuke;Málaga;Alojamiento;Low cost;0;1;3;21299;21297;21291,21293,21294,21295,21296,21298,21300
17671;ia_3500;Barber Shop GYCELOJ Aluche;Madrid;Compras;Peluquerías y barberías, Cortes clásicos, afeitado, cuidado de barba;0;3;3;;;
18512;ia_5705;Barber Shop — BARBAROS BARBER SHOP;Madrid;Wellness;Barbería;0;1;1;;;
17218;ia_3038;Barber's Peluqueros;Madrid;Compras;"Peluquerías y barberías, Barbería moderna; Cortes de tendencia; Atención personalizada";0;3;3;;;
18479;ia_5672;Barbería Bandi2;Madrid;Wellness;Barbería;0;1;1;;;
17224;ia_3044;Barbería Chester;Madrid;Compras;"Peluquerías y barberías, Barbería clásica; Estilo inglés; Atención personalizada";0;3;3;;;
17234;ia_3054;Barbería Chester;Madrid;Compras;"Peluquerías y barberías, Barbería clásica; Estilo inglés; Atención personalizada";0;3;3;;;
17217;ia_3037;Barbería Mirasierra;Madrid;Compras;"Peluquerías y barberías, Barbería de barrio; Servicios de afeitado; Cortes modernos";0;3;3;;;
17216;ia_3036;"Barberia Peluquería "" Asere Q' Bola """;Madrid;Compras;"Peluquerías y barberías, Barbería tradicional; Estilo clásico; Atención cercana";0;3;3;;;
15668;ia_1262;Barbillón Oyster;Madrid;Restaurantes;Mediterranea, Mariscos, Ostras;0;3;3;;;
17590;ia_3419;Barbour–Tenkey;Madrid;Compras;Ropa y accesorios, Asesoría de imagen, marcas internacionales;0;3;3;;;
3808;barbudo_restaurant;Barbudo Restaurant;Punta Cana;Restaurantes;Trendy, Fusión, Restaurantes;0;4;4;24888;24899;24889,24890,24891,24892,24893,24894,24895,24896,24897
3892;barcelo_bavaro_palace;Barceló Bávaro Palace;Punta Cana;Alojamiento;Hoteles;0;4;4;26596;26600;26597,26598,26599,26601,26602,26603,26604,26605
175;barcelo_emperatriz_5;Barceló Emperatriz 5*;Madrid;Alojamiento;Hoteles;0;4;4;15586;15587;15588,15589,15590,15591,15592,15593
1894;barcelo_malaga;Barceló Málaga;Málaga;Alojamiento;Hoteles, Gimnasio, Wifi, Estética, Bar;0;1;3;19712;19711;19707,19708,19709,19710
4344;barcelo_occidental_aranjuez;Barcelo Occidental Aranjuez;Aranjuez;Alojamiento;Hoteles, Spa;0;4;4;37477;37865;37474,37475,37476,37478,37479,37480,37481,37482,37483,37866,37867
16795;ia_2550;Barcelo Torre De Madrid;Madrid;Alojamiento;Design Hotel, Spa, piscina cubierta, restaurante, bar;0;3;3;;;
3737;barcelona_beach_festival;Barcelona Beach Festival;Barcelona;Fiesta;Festivales;0;4;4;24350;24346;24345,24347,24348,24349
3728;barcelona_urbany_hostel;Barcelona Urbany Hostel;Barcelona;Alojamiento;Low cost;0;4;4;24265;24266;24258,24259,24260,24261,24262,24263,24264,24267
18676;ia_4923;Barcelona: Excursión de un día desde Madrid - Madrid;Madrid;Experiencias Unicas;Excursión de día (Day trip);0;1;1;73809;73808;73807
3831;barceloneta;Barceloneta;Barcelona;Qué ver;Escapadas;0;4;4;27041;27039;27040,27042
15525;ia_1112;BarEltole;Madrid;Restaurantes;Mediterranea, Restaurante, Tapas;0;3;3;;;
15304;ia_889;BARETO ALCALÁ;Madrid;Restaurantes;Española, Tapas, Platos caseros;0;3;3;;;
14974;ia_558;Barmitón;Madrid;Restaurantes;Española;0;3;3;74289;74291;74290,74292,74293
15495;ia_1082;Barra Alta Madrid;Madrid;Restaurantes;Mediterranea, Restaurante de tapas;0;3;3;;;
14622;ia_161;Barra Amelia;Madrid;Restaurantes;Moderna / Española, Tapas Creativas, Cocina de Autor;0;3;3;;;
315;barra_de_pintxos;Barra de Pintxos;Madrid;Restaurantes;Tradicionales, Español;0;4;4;14603;14604;
15243;ia_828;Barra de Pintxos Montecarmelo;Madrid;Restaurantes;Española, Pintxos, Tapas, Raciones;0;3;3;;;
3835;barra_payan;Barra Payán;Santo Domingo;Restaurantes;Low cost;0;4;4;25361;25368;25362,25363,25364,25365,25366,25367,25370
18618;ia_5821;Barrabés (Montaña) — Barrabés Esquí y Montaña;Madrid;Deportes;Montañismo / Esquí / Escalada;0;1;1;73442;73444;
17620;ia_3449;Barrabés Ski and Mountain;Madrid;Compras;Deportes de montaña y esquí, Asesoría técnica, material profesional;0;3;3;;;
15627;ia_1221;BarraCruda SUSHI;Madrid;Restaurantes;Japonesa / Fusión, Sushi / Nigiri / Sashimi;0;3;3;;;
14572;ia_92;Barracuda Mx;Madrid;Restaurantes;Mexicana / Moderna, Mariscos, Tacos, Cocina Mexicana Creativa;0;3;3;;;
5303;barranquismo_;Barranquismo ;Ronda;Experiencias y Actividades;Experiencias y Actividades, Actividades Deportivas;0;4;4;47850;47856;47852,47855,47858
1831;barrio_de_lagunillas;Barrio de Lagunillas;Málaga;Qué ver;Barrios;0;1;3;19357;19354;19355,19356
17699;ia_3530;Barrio de las Letras Madrid: Visita guiada a pie;Madrid;Arte y Cultura;Museo de arte clásico / pinacoteca, Exposiciones temporales, jardín vertical;0;3;3;;;
18402;ia_4512;Barrio de Lavapiés;Madrid;Naturaleza;Excursión / day trip, Plazas arboladas urbanas, Ambiente multicultural, arte urbano;0;1;1;;;
4233;barrio_de_padre_jesus;Barrio de Padre Jesús;Ronda;Qué ver;Barrios;0;4;4;36209;36211;36147,36148,36155,36208,36210,36212
45;barrio_de_salamanca;Barrio de Salamanca;Madrid;Compras, Qué ver;Zonas de compras, Barrios;0;4;4;14393;14394;14395,14397
4235;barrio_de_san_francisco;Barrio de San Francisco;Ronda;Qué ver;Barrios, Arquitectura: plazas y monumentos;0;4;4;42821;42819;39168,39169,39170,39171
4109;barrio_la_montana_aranjuez;Barrio La Montaña Aranjuez;Aranjuez;Qué ver;Barrios;0;4;4;34007;34010;33973,33974
1860;barsovia;Barsovia;Málaga;Fiesta;Bares de copas, Comercial;0;3;3;19571;19572;19573
14821;ia_394;Basant;Madrid;Restaurantes;India, Curries, Naan, Tandoori;0;3;3;;;
14685;ia_230;Bascoat;Madrid;Restaurantes;Vasca / Creativa, Pintxos, Mariscos, Cocina de autor;0;3;3;;;
808;basic-fit_;Basic-Fit ;Madrid;Compras;Para ti;0;4;4;17692;17693;17694,17696
18617;ia_5820;Basic-Fit;Madrid;Deportes;Fitness;0;1;1;73440;73439;
16561;ia_2274;Basics by Goiko;Madrid;Restaurantes;Americana, Hamburguesería;0;3;3;;;
16602;ia_2324;Basik Sessions;Madrid;Nightlife;Fiesta underground / Club itinerante;0;3;3;;;
3628;basilica_catedral_nuestra_senora_de_la_altagracia;Basílica Catedral Nuestra Señora de La Altagracia;Punta Cana;Qué ver;Museos, Parques, Cool Places;0;4;4;23375;23374;23373,23376,23377,23378,23379,23380
1596;basilica_santa_maria_del_mar;Basilica Santa María Del mar;Barcelona;Qué ver;Plazas y monumentos, Arquitectura;0;4;4;18408;18406;18407,28350
14506;ia_55;BASMATI;Madrid;Restaurantes;Massaman Curry, Tandoor, Cocina India;0;3;3;;;
522;batavia_decoracion;Batavia ;Madrid;Compras;Tiendas, Decoración;0;4;4;17140;17141;17143
1884;batik;Batik;Málaga;Restaurantes;Trendy, Mediterranea, Restaurantes;0;1;3;19662;19664;19663,19665
18361;ia_4408;Bauhaus artes y oficios;Madrid;Arte y Cultura;Barrio / zona histórica, artes aplicadas, cursos de artes aplicadas, Cursos de arte y artes aplicadas;0;1;1;73717;73716;73719
1345;bayahibe;Bayahibe;Punta Cana;Compras, Ocio y eventos;Zonas de compras, Marcas y Productos Locales, Experiencias y actividades;0;4;4;18206;18207;18208,18209,18210,18211,18212,18213
14497;ia_28;Bayres Beef Argentina en Tapas;Madrid;Restaurantes;Argentino, Carne, Parrillada/BBQ, Tapas;0;3;3;;;
16281;ia_1900;BBQ Brothers;Madrid;Restaurantes;"Americana, Costillas BBQ; Hamburguesas";0;3;3;;;
16216;ia_1835;BBQ House;Madrid;Restaurantes;"Americana, Costillas; Brisket";0;3;3;;;
16161;ia_1780;BBQ Station;Madrid;Restaurantes;"Americana, Costillas; Hamburguesas";0;3;3;;;
16500;ia_2186;BDP Burger;Madrid;Restaurantes;Americana / Fusión, Hamburguesería gourmet;0;3;3;;;
14597;ia_133;BDP Burger Alberto Alcocer;Madrid;Restaurantes;Americana, Hamburguesas Gourmet, Patatas, Cocina Americana;0;3;3;;;
14619;ia_158;BDP Smash Chueca;Madrid;Restaurantes;Americana, Smash Burgers, Patatas Fritas, Cocina Americana;0;3;3;;;
926;be_boo;Be Boo;Madrid;Compras;Para ti, Peluqueria;0;4;4;15432;15433;15434,15435
5138;be_chocolat_barcelona;Be Chocolat barcelona;Barcelona;Compras;Tiendas;0;3;3;;46345;46081,46082,46083,46084,46085,46087,46088,46089,46090,46344
1291;beach_garden_;Beach Garden ;Punta Cana;Alojamiento;Apartamentos, Naturaleza, Terraza, Wifi;0;4;4;18042;18043;
16633;ia_2355;Bearbie Madrid;Madrid;Nightlife;Gay bar;0;3;3;;;
17462;ia_3283;Beat Haldimann;Madrid;Compras;"Joyería y relojería de lujo, Relojes mecánicos únicos; Alta relojería suiza; Producción limitada";0;3;3;;;
17286;ia_3106;Beauty Spa Color Y Uñas;Madrid;Compras;"Centros de estética, Centro de estética; Uñas y color; Tratamientos completos";0;3;3;;;
16681;ia_2436;Bed Madrid Hostel;Madrid;Alojamiento;hostel, Wi‑Fi, ambiente social;0;3;3;;;
14816;ia_388;Bee Beer Chueca;Madrid;Restaurantes;Española, Internacional, Cervezas artesanas, Tapas;0;3;3;;;
1401;beer_station;Beer Station;Madrid;Fiesta, Restaurantes;Salas de concierto, Trendy, Restaurantes, Restaurant & Club;0;4;3;14459;14460;14461,14464,14465,14466
16447;ia_2115;BEHER;Madrid;Restaurantes;Española / Ibéricos, Jamonería • Degustación;0;3;3;;;
14707;ia_256;Beiruti - Auténtica Cocina Libanesa;Madrid;Restaurantes;Libanesa, Mezze, Shawarma;0;3;3;;;
15340;ia_925;Beker 6;Madrid;Restaurantes;Mediterranea, Pescados, Carnes, Opciones vegetarianas;0;3;3;;;
4122;bel_mondo_madrid;Bel Mondo Madrid;Madrid;Restaurantes;Top, Trendy, Italiano, Restaurantes;0;4;4;35446;35440;35439,35441,35442,35443,35444,35445,35447,35448
15748;ia_1342;Believe Life & Food;Madrid;Restaurantes;Internacional, Platos saludables, Cocina internacional;0;3;3;;;
17402;ia_3223;Bell & Ross;Madrid;Compras;"Joyería y relojería de lujo, Relojes de aviación; Estilo militar; Alta relojería";0;3;3;;;
17287;ia_3107;Belleza Integral 10- Salón de Peluquería y Estética;Madrid;Compras;"Centros de estética, Salón de belleza; Estética integral; Servicios personalizados";0;3;3;;;
15122;ia_706;Bellini Food and Bar;Madrid;Restaurantes;Mediterranea, Croquetas | Ensaladilla | Tortilla Española | Bocatas & Sandwiches | Jamón y Ibéricos | Torreznos;0;3;3;;;
1886;beluga;Beluga;Málaga;Restaurantes;Top, Mediterranea, Restaurantes;0;1;3;19674;19673;19672
1215;bely_basarte_en_teatro_barcelo;Bely Basarte en Teatro Barceló;Madrid;Ocio y eventos;Conciertos;1;4;3;15775;15776;15777,15778,15779,15780,15781,15782
4480;benalauguia;Benalauguía;Ronda;Experiencias y Actividades;Experiencias y Actividades;0;4;3;;;
15476;ia_1063;Benares Madrid;Madrid;Restaurantes;"India, Currys; Tandoori; Naan";0;3;3;;;
18509;ia_5702;Bendita Piel;Madrid;Wellness;Centro de estética;1;1;1;;;
15717;ia_1311;Benjis Bar;Madrid;Restaurantes;Internacional, Tapas, Platos internacionales;0;3;3;;;
16457;ia_2128;Bennu Xio – Papamanía;Madrid;Restaurantes;Street food / Fusión, Food bar / Casual;0;3;3;;;
5661;beret_concierto;Beret Concierto;Madrid;Ocio y eventos;Conciertos;0;4;3;49380;49381;
5136;berimbao;Berimbao;Barcelona;Fiesta;Bares de copas;0;4;4;;;
5216;berimbau;Berimbau;Barcelona;Fiesta;Bares de copas;0;4;4;47059;47054;47052,47053,47055,47056,47057,47058,47060,47061
15750;berria_wine_bar;Berria Wine Bar;Madrid;Restaurantes;Española, Tapas, Vinos;0;4;4;;;74446,74447,74448,74449,74450
15024;ia_608;BEST PRINCESA;Madrid;Restaurantes;Española;0;3;3;;;
15650;ia_1244;Bestial By Rosi La Loca;Madrid;Restaurantes;Fusión / Internacional, Tapas / Carnes / Pescados;0;3;3;;;
15231;ia_816;Beytna;Madrid;Restaurantes;Libanesa, Mezzes, Carnes, Platos vegetarianos;0;3;3;;;
16564;ia_2277;Bibi Burger;Madrid;Restaurantes;Americana, Hamburguesería artesanal;0;3;3;;;
17158;ia_2978;Bibì e Bibò;Madrid;Compras;"Heladerías, Heladería artesanal; Sabores italianos; Productos frescos";0;3;3;;;
18278;ia_4436;Biblioteca Nacional de España;Madrid;Arte y Cultura;Iglesia / templo, Manuscritos, archivos, exposiciones;0;3;3;74404;74406;74405,74407,74408
1454;bibo_madrid;BIBO Madrid;Madrid;Restaurantes;Top, Español, Mediterranea, Restaurantes;1;4;4;36477;36476;11161,11163,11164,11166
14860;ia_436;BiBo Madrid by Dani García;Madrid;Restaurantes;Andaluza, Comida Fusión, Alta cocina, Platos de autor;0;3;3;;;
14606;bichopalo;Bichopalo;Madrid;Restaurantes;Creativa / Moderna, Cocina de Autor, Menú Degustación;0;4;4;74454;74451;74452,74453,74455,74456
17700;ia_3531;Bienvenido a Madrid: recorrido introductorio a pie privado de medio día;Madrid;Arte y Cultura;Puerta del Sol (plaza icónica), Exposiciones, teatro, cine;0;3;3;;;
17701;ia_3532;Bienvenido al recorrido a pie por Madrid;Madrid;Arte y Cultura;Museo de historia, Carta de Juan de la Cosa, maquetas navales;0;3;3;;;
3877;bifana_bar;Bifana Bar;Ronda;Restaurantes;Trendy, Español, Mediterranea, Fusión, Restaurantes;0;4;4;26033;26034;25986,25987,25991,25992,25993,25994,25995,26027
17702;ia_3533;Big Bus Madrid: Recorrido turístico Hop-on Hop-off;Madrid;Arte y Cultura;Excursión / day trip, Trajes históricos, alta costura;0;3;3;;;
17703;ia_3534;Big Bus Madrid: Visita panorámica en autobús descapotable;Madrid;Arte y Cultura;Museo de ciencia y tecnología, Dinosaurios, fósiles, minerales;0;3;3;;;
19202;ia_5566;Big Mama Swing;Madrid;Experiencias Unicas;Clase/Taller de baile;0;1;1;73812;73810;73811
812;bikram_yoga_spain;Bikram Yoga Spain;Madrid;Compras;Para ti;0;4;4;17843;17844;17845
1355;billy_elliot;Billy Elliot;Madrid;Ocio y eventos;Espectáculos;0;4;4;15411;15412;15413,15415,15417,15419,15420,15421,15422
17332;ia_3153;Bimba y Lola;Madrid;Compras;"Ropa y accesorios, Accesorios de moda; Diseños originales; Estilo contemporáneo";0;3;3;;;
17194;ia_3014;BIORETIRO * La Tienda Ecológica * *Tienda a Granel*;Madrid;Compras;"Productos ecológicos y naturales, Tienda ecológica; Venta a granel; Productos sostenibles";0;3;3;;;
15952;ia_1569;Bistro Bar Restaurante;Madrid;Restaurantes;"Mediterranea, Tapas Gourmet; Vinos; Ensaladas";0;3;3;;;
16089;ia_1708;Bistro París;Madrid;Restaurantes;"Francesa, Quiche; Ratatouille";0;3;3;;;
16256;ia_1875;Bistro Paris;Madrid;Restaurantes;"Francesa, Quiche; Soufflé";0;3;3;;;
15285;ia_870;Bistronomika;Madrid;Restaurantes;Española, Pescados, Mariscos;0;3;3;;;
5997;bistrot_bagatelle;Bistrot Bagatelle;Dubai;;;0;4;3;50096;50093;50092,50094,50095
5108;bistrot_levante_;Bistrot levante ;Barcelona;Restaurantes;Dog Friendly;0;4;4;45923;45922;45921,45924,45925,45926,45927,45928,45929,45930
15619;ia_1211;Bitute Fusion Food;Madrid;Restaurantes;Peruana / Nikkei, Street food / Arroz chaufa / Rolls;0;3;3;;;
15497;ia_1084;BIZZO! Bernabéu;Madrid;Restaurantes;Italiana, Pizzería;0;3;3;;;
17243;ia_3063;Black Deal Tattoo;Madrid;Compras;"Tatuajes y piercings, Estudio de tatuajes; Diseños personalizados; Arte alternativo";0;3;3;;;
721;black_is_black_;Black is black ;Madrid;Fiesta;Festivales, Otro;0;4;4;14999;15000;
1089;black_peaks_+_tusky_+_the_prestige;Black Peaks + Tusky + The Prestige;Madrid;Ocio y eventos;Conciertos;0;4;4;15287;15288;
567;black_pepper_san_vicente_ferrer;Black Pepper & Co;Madrid;Compras;Tiendas;0;4;4;18181;18182;18183,18185
17149;ia_2969;Black Pepper &Co;Madrid;Compras;"Tiendas a granel y especias, Tienda gourmet; Especias únicas; Atención personalizada";0;3;3;;;
1381;blackhaus_madrid;BlackHaus Madrid;Madrid;Fiesta;Discotecas, Salas de concierto, Electrónica, Comercial, Reggeaton;0;4;3;18144;18145;18146,18147,18149,18150,18151,18152
5152;blackwell_rum_bar_jamaica_;Blackwell Rum Bar Jamaica ;Filipinas;Fiesta;Bares de copas;0;4;4;46281;46276;46277,46278,46279,46280,46282,46283,46284,46285
17390;ia_3211;Blancpain;Madrid;Compras;"Joyería y relojería de lujo, Relojes de lujo; Innovación en buceo; Tradición suiza";0;3;3;;;
1351;bless_hotel;Bless Hotel;Madrid;Alojamiento;Hoteles, Terraza;1;4;3;17407;17408;17411,17412,17413,17414,17416,17417,17418,17419
5907;bless_hotel_;Bless Hotel ;Ibiza;Alojamiento;Hoteles, Gimnasio, Wifi, Restaurante, Bar, Concierge;0;3;3;49779;;49780,49781
16826;ia_2583;BLESS Hotel Madrid;Madrid;Alojamiento;Hoteles, Spa exclusivo y rooftop panorámico;0;3;3;;;
16835;ia_2598;Bless Hotel Madrid: glamour contemporáneo en Salamanca;Madrid;Alojamiento;Hoteles, Restaurante con estrella Michelin y rooftop;0;3;3;;;
3670;bless_this_mess_vintage;Bless This Mess Vintage;Málaga;Compras;Tiendas, Coleccionista;0;4;4;25131;23693;25132
843;blessed_art_;Blessed Art ;Madrid;Compras;Para ti;0;4;4;15236;15237;
1363;bling_bling_;Bling Bling ;Madrid;Fiesta;Discotecas, Comercial, Reggeaton;0;4;4;18892;18890;15537,18891,18893,18894,18895
18500;bliss_yogis;Bliss Yogis;Madrid;Wellness;Centro de yoga;0;4;4;;;74007,74008
1279;bluemall_punta_cana;BlueMall Punta cana;Punta Cana;Compras;Centros comerciales, Zonas de compras;0;4;4;17747;17748;17749,17750,17751,17752,17753,17754,17755,17756,17757,17758,17759
3860;bluemall_santo_domingo;BlueMall Santo Domingo;Santo Domingo;Compras;Centros comerciales;0;4;4;25513;25512;25501,25502,25503,25504,25505,25506,25507,25508,25509,25510
1794;boadas;Boadas;Barcelona;Fiesta;Bares de copas;0;4;4;18980;18981;18982
3150;boat_copas_malaga;Boat Copas Málaga;Málaga;Fiesta;Discotecas;0;1;3;20768;20763;20764,20765,20766,20767,20769,20770,20771,20772
16567;ia_2280;Bobby’s en The Champions Burger;Madrid;Restaurantes;Americana, Hamburguesería;0;3;3;;;
15046;ia_630;BOCADOS BURGER MIRASIERRA;Madrid;Restaurantes;India, Samosas;0;3;3;;;
16403;bodega_ardosa;Bodega Ardosa;Madrid;Restaurantes;Española;0;4;4;;;74198,74199,74200,74201,74202,74203,74204
3925;bodega_cortijo_los_aguilares_;Bodega Cortijo los Aguilares ;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;28335;28337;28336,28338,28339,28340,28341,28342,28343,28344
3931;bodega_cuesta_de_la_vina;Bodega Cuesta De La Viña;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;28411;28412;28413,28416
15997;bodega_de_los_secretos;Bodega de los Secretos;Madrid;Restaurantes;"Mediterranea, Pulpo; Mediterránea Creativa; Vinos";0;4;4;74130;74131;74132,74133,74134,74135
3926;bodega_descalzos_viejos_;Bodega Descalzos Viejos ;Ronda;Experiencias y Actividades;Experiencias y Actividades, Bodegas y Vinos de Ronda;0;3;3;28352;28353;28351,28354,28355,28356,28358
3927;bodega_dona_felisa;Bodega Doña Felisa;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;44706;28363;28364,28365,28366,28367,28368,28369,28370,28371,28372,44707,44708,44709,44710
3462;bodega_el_socorro;Bodega El Socorro;Ronda;Restaurantes;Tapas;0;4;4;22467;22468;22465,22466
3930;bodega_f.schatz;Bodega F.Schatz;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;28400;28403;28401,28404,28405,28406,28407,28408
4079;bodega_fernandez_bolet;Bodega Fernández Bolet;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;33475;33476;33477,33478
3898;bodega_gonzalo_beltran;Bodega Gonzalo Beltrán;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;26663;26656;26657,26658,26659,26660,26661,26662,26664,26665
3903;bodega_joaquin_fernandez;Bodega Joaquín Fernández;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;1;1;26763;26762;26764,26765,26766,26767,26768,26769,26770,26771
3901;bodega_kieninger;BODEGA KIENINGER;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;26695;26687;26686,26688,26689,26690,26692,26693
3905;bodega_la_melonera;Bodega La Melonera;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;26804;26803;26805,26807,26808,26809
3397;bodega_la_verdad;Bodega La Verdad;Ronda;Restaurantes;Tradicionales;0;4;4;26514;;26515,26516,26518,26519
18677;ia_4927;Bodega privada y experiencia de almuerzo a una hora de Madrid - Madrid;Madrid;Experiencias Unicas;Cata/Maridaje de vino / Bodega;0;1;1;73815;73813;73814
5297;bodega_real_cortijo_de_carlos_iii;Bodega Real Cortijo de Carlos III;Aranjuez;Alojamiento;Villas;0;1;3;;;47817,47818,47819,47820,47821,47822,47823,47824,47825,47826
3438;bodega_san_francisco;Bodega San Francisco;Ronda;Restaurantes;Tapas;0;3;3;22236;22231;22229,22230,22232,22233,22234,22235,22237,22238
17143;ia_2963;Bodega SANZ;Madrid;Compras;"Bodegas y tiendas de vino, Bodega tradicional; Vinos selectos; Atención personalizada";0;3;3;;;
3899;bodega_vetas;Bodega Vetas;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;26666;26667;26668,26669,26670,26671,26672,26673,26674,26675
19247;ia_5622;Bodegas Casas;Madrid;Experiencias Unicas;Degustación / experiencia gastronómica;0;1;1;73818;73816;73817
4068;bodegas_conrad;Bodegas Conrad;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;33303;;33302,33304
665;bodegas_de_madrid:_tour_y_degustaciones;Bodegas de Madrid: tour y degustaciones;Madrid;Ocio y eventos;Experiencias y actividades, Cultura, Gastronomía;0;4;4;16804;16805;
17188;ia_3008;Bodegas de Rioja;Madrid;Compras;"Bodegas y tiendas de vino, Bodega tradicional; Vinos de Rioja; Catas exclusivas";0;3;3;;;
5793;bodegas_el_mano;BODEGAS EL MAÑO;Madrid;Restaurantes;Tradicionales, Español, Restaurantes;0;4;4;74736;74738;49558,74734,74735,74737
3928;bodegas_excelencia_;Bodegas Excelencia ;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda, Actividades Ronda;0;4;4;28389;28382;28383,28384,28385,28386,28387,28388
4077;bodegas_fernandez_bolet;Bodegas Fernández Bolet;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;38427;37394;38426
3929;bodegas_garcia_hidalgo;Bodegas Garcia Hidalgo;Ronda;Experiencias y Actividades;Bodegas y Vinos de Ronda;0;4;4;28391;28399;28390,28392,28393,28394,28395,28396,28398
